(
	(1.000000e+02 5.000000e+03)
	(4.950000e+02 5.000000e+03)
	(4.951010e+02 5.000000e+03)
	(4.952020e+02 5.000000e+03)
	(4.953030e+02 5.000000e+03)
	(4.954040e+02 5.000000e+03)
	(4.955051e+02 5.000000e+03)
	(4.956061e+02 5.000000e+03)
	(4.957071e+02 5.000000e+03)
	(4.958081e+02 5.000000e+03)
	(4.959091e+02 5.000000e+03)
	(4.960101e+02 5.000000e+03)
	(4.961111e+02 5.000000e+03)
	(4.962121e+02 5.000000e+03)
	(4.963131e+02 5.000000e+03)
	(4.964141e+02 5.000000e+03)
	(4.965152e+02 5.000000e+03)
	(4.966162e+02 5.000000e+03)
	(4.967172e+02 5.000000e+03)
	(4.968182e+02 5.000000e+03)
	(4.969192e+02 5.000000e+03)
	(4.970202e+02 5.000000e+03)
	(4.971212e+02 5.000000e+03)
	(4.972222e+02 5.000000e+03)
	(4.973232e+02 5.000000e+03)
	(4.974242e+02 5.000000e+03)
	(4.975253e+02 5.000000e+03)
	(4.976263e+02 5.000000e+03)
	(4.977273e+02 5.000000e+03)
	(4.978283e+02 5.000000e+03)
	(4.979293e+02 5.000000e+03)
	(4.980303e+02 5.000000e+03)
	(4.981313e+02 5.000000e+03)
	(4.982323e+02 5.000000e+03)
	(4.983333e+02 5.000000e+03)
	(4.984343e+02 5.000000e+03)
	(4.985354e+02 5.000000e+03)
	(4.986364e+02 5.000000e+03)
	(4.987374e+02 5.000000e+03)
	(4.988384e+02 5.000000e+03)
	(4.989394e+02 5.000000e+03)
	(4.990404e+02 5.000000e+03)
	(4.991414e+02 5.000000e+03)
	(4.992424e+02 5.000000e+03)
	(4.993434e+02 5.000000e+03)
	(4.994444e+02 5.000000e+03)
	(4.995455e+02 5.000000e+03)
	(4.996465e+02 5.000000e+03)
	(4.997475e+02 5.000000e+03)
	(4.998485e+02 5.000000e+03)
	(4.999495e+02 5.000000e+03)
	(5.000505e+02 5.000000e+03)
	(5.001515e+02 5.000000e+03)
	(5.002525e+02 5.000000e+03)
	(5.003535e+02 5.000000e+03)
	(5.004545e+02 5.000000e+03)
	(5.005556e+02 5.000000e+03)
	(5.006566e+02 5.000000e+03)
	(5.007576e+02 5.000000e+03)
	(5.008586e+02 5.000000e+03)
	(5.009596e+02 5.000000e+03)
	(5.010606e+02 5.000000e+03)
	(5.011616e+02 5.000000e+03)
	(5.012626e+02 5.000000e+03)
	(5.013636e+02 5.000000e+03)
	(5.014646e+02 5.000000e+03)
	(5.015657e+02 5.000000e+03)
	(5.016667e+02 5.000000e+03)
	(5.017677e+02 5.000000e+03)
	(5.018687e+02 5.000000e+03)
	(5.019697e+02 5.000000e+03)
	(5.020707e+02 5.000000e+03)
	(5.021717e+02 5.000000e+03)
	(5.022727e+02 5.000000e+03)
	(5.023737e+02 5.000000e+03)
	(5.024747e+02 5.000000e+03)
	(5.025758e+02 5.000000e+03)
	(5.026768e+02 5.000000e+03)
	(5.027778e+02 5.000000e+03)
	(5.028788e+02 5.000000e+03)
	(5.029798e+02 5.000000e+03)
	(5.030808e+02 5.000000e+03)
	(5.031818e+02 5.000000e+03)
	(5.032828e+02 5.000000e+03)
	(5.033838e+02 5.000000e+03)
	(5.034848e+02 5.000000e+03)
	(5.035859e+02 5.000000e+03)
	(5.036869e+02 5.000000e+03)
	(5.037879e+02 5.000000e+03)
	(5.038889e+02 5.000000e+03)
	(5.039899e+02 5.000000e+03)
	(5.040909e+02 5.000000e+03)
	(5.041919e+02 5.000000e+03)
	(5.042929e+02 5.000000e+03)
	(5.043939e+02 5.000000e+03)
	(5.044949e+02 5.000000e+03)
	(5.045960e+02 5.000000e+03)
	(5.046970e+02 5.000000e+03)
	(5.047980e+02 5.000000e+03)
	(5.048990e+02 5.000000e+03)
	(5.050000e+02 5.000000e+03)
	(1.000000e+03 5.000000e+03)
);
