(
	(5.000000e+02 1.000000e+02)
	(5.000000e+02 4.950000e+02)
	(5.201584e+02 4.951010e+02)
	(5.805525e+02 4.952020e+02)
	(6.809394e+02 4.953030e+02)
	(8.209152e+02 4.954040e+02)
	(9.999169e+02 4.955051e+02)
	(1.217224e+03 4.956061e+02)
	(1.471963e+03 4.957071e+02)
	(1.763109e+03 4.958081e+02)
	(2.089490e+03 4.959091e+02)
	(2.449794e+03 4.960101e+02)
	(2.842571e+03 4.961111e+02)
	(3.266241e+03 4.962121e+02)
	(3.719100e+03 4.963131e+02)
	(4.199327e+03 4.964141e+02)
	(4.704989e+03 4.965152e+02)
	(5.234053e+03 4.966162e+02)
	(5.784390e+03 4.967172e+02)
	(6.353787e+03 4.968182e+02)
	(6.939954e+03 4.969192e+02)
	(7.540533e+03 4.970202e+02)
	(8.153108e+03 4.971212e+02)
	(8.775216e+03 4.972222e+02)
	(9.404355e+03 4.973232e+02)
	(1.003799e+04 4.974242e+02)
	(1.067359e+04 4.975253e+02)
	(1.130857e+04 4.976263e+02)
	(1.194041e+04 4.977273e+02)
	(1.256654e+04 4.978283e+02)
	(1.318446e+04 4.979293e+02)
	(1.379168e+04 4.980303e+02)
	(1.438576e+04 4.981313e+02)
	(1.496430e+04 4.982323e+02)
	(1.552500e+04 4.983333e+02)
	(1.606559e+04 4.984343e+02)
	(1.658389e+04 4.985354e+02)
	(1.707784e+04 4.986364e+02)
	(1.754543e+04 4.987374e+02)
	(1.798480e+04 4.988384e+02)
	(1.839418e+04 4.989394e+02)
	(1.877192e+04 4.990404e+02)
	(1.911651e+04 4.991414e+02)
	(1.942657e+04 4.992424e+02)
	(1.970084e+04 4.993434e+02)
	(1.993824e+04 4.994444e+02)
	(2.013781e+04 4.995455e+02)
	(2.029876e+04 4.996465e+02)
	(2.042043e+04 4.997475e+02)
	(2.050234e+04 4.998485e+02)
	(2.054417e+04 4.999495e+02)
	(2.054576e+04 5.000505e+02)
	(2.050710e+04 5.001515e+02)
	(2.042835e+04 5.002525e+02)
	(2.030984e+04 5.003535e+02)
	(2.015205e+04 5.004545e+02)
	(1.995561e+04 5.005556e+02)
	(1.972132e+04 5.006566e+02)
	(1.945014e+04 5.007576e+02)
	(1.914316e+04 5.008586e+02)
	(1.880161e+04 5.009596e+02)
	(1.842688e+04 5.010606e+02)
	(1.802049e+04 5.011616e+02)
	(1.758407e+04 5.012626e+02)
	(1.711938e+04 5.013636e+02)
	(1.662830e+04 5.014646e+02)
	(1.611281e+04 5.015657e+02)
	(1.557500e+04 5.016667e+02)
	(1.501703e+04 5.017677e+02)
	(1.444115e+04 5.018687e+02)
	(1.384968e+04 5.019697e+02)
	(1.324502e+04 5.020707e+02)
	(1.262959e+04 5.021717e+02)
	(1.200589e+04 5.022727e+02)
	(1.137643e+04 5.023737e+02)
	(1.074373e+04 5.024747e+02)
	(1.011037e+04 5.025758e+02)
	(9.478881e+03 5.026768e+02)
	(8.851820e+03 5.027778e+02)
	(8.231713e+03 5.028788e+02)
	(7.621060e+03 5.029798e+02)
	(7.022322e+03 5.030808e+02)
	(6.437913e+03 5.031818e+02)
	(5.870188e+03 5.032828e+02)
	(5.321438e+03 5.033838e+02)
	(4.793873e+03 5.034848e+02)
	(4.289620e+03 5.035859e+02)
	(3.810711e+03 5.036869e+02)
	(3.359078e+03 5.037879e+02)
	(2.936540e+03 5.038889e+02)
	(2.544801e+03 5.039899e+02)
	(2.185439e+03 5.040909e+02)
	(1.859904e+03 5.041919e+02)
	(1.569506e+03 5.042929e+02)
	(1.315417e+03 5.043939e+02)
	(1.098661e+03 5.044949e+02)
	(9.201107e+02 5.045960e+02)
	(7.804866e+02 5.046970e+02)
	(6.803512e+02 5.047980e+02)
	(6.201081e+02 5.048990e+02)
	(6.000000e+02 5.050000e+02)
	(6.000000e+02 1.000000e+03)
);
