(
	(0.000000e+00 1.000000e+02)
	(1.975000e+05 4.950000e+02)
	(1.975525e+05 4.951010e+02)
	(1.976112e+05 4.952020e+02)
	(1.976800e+05 4.953030e+02)
	(1.977629e+05 4.954040e+02)
	(1.978639e+05 4.955051e+02)
	(1.979868e+05 4.956061e+02)
	(1.981355e+05 4.957071e+02)
	(1.983136e+05 4.958081e+02)
	(1.985247e+05 4.959091e+02)
	(1.987721e+05 4.960101e+02)
	(1.990593e+05 4.961111e+02)
	(1.993892e+05 4.962121e+02)
	(1.997648e+05 4.963131e+02)
	(2.001890e+05 4.964141e+02)
	(2.006643e+05 4.965152e+02)
	(2.011930e+05 4.966162e+02)
	(2.017772e+05 4.967172e+02)
	(2.024190e+05 4.968182e+02)
	(2.031200e+05 4.969192e+02)
	(2.038817e+05 4.970202e+02)
	(2.047053e+05 4.971212e+02)
	(2.055916e+05 4.972222e+02)
	(2.065416e+05 4.973232e+02)
	(2.075555e+05 4.974242e+02)
	(2.086337e+05 4.975253e+02)
	(2.097759e+05 4.976263e+02)
	(2.109820e+05 4.977273e+02)
	(2.122514e+05 4.978283e+02)
	(2.135832e+05 4.979293e+02)
	(2.149763e+05 4.980303e+02)
	(2.164294e+05 4.981313e+02)
	(2.179409e+05 4.982323e+02)
	(2.195091e+05 4.983333e+02)
	(2.211319e+05 4.984343e+02)
	(2.228070e+05 4.985354e+02)
	(2.245321e+05 4.986364e+02)
	(2.263043e+05 4.987374e+02)
	(2.281210e+05 4.988384e+02)
	(2.299790e+05 4.989394e+02)
	(2.318751e+05 4.990404e+02)
	(2.338061e+05 4.991414e+02)
	(2.357684e+05 4.992424e+02)
	(2.377583e+05 4.993434e+02)
	(2.397723e+05 4.994444e+02)
	(2.418064e+05 4.995455e+02)
	(2.438568e+05 4.996465e+02)
	(2.459195e+05 4.997475e+02)
	(2.479904e+05 4.998485e+02)
	(2.500656e+05 4.999495e+02)
	(2.521409e+05 5.000505e+02)
	(2.542123e+05 5.001515e+02)
	(2.562758e+05 5.002525e+02)
	(2.583273e+05 5.003535e+02)
	(2.603629e+05 5.004545e+02)
	(2.623786e+05 5.005556e+02)
	(2.643706e+05 5.006566e+02)
	(2.663353e+05 5.007576e+02)
	(2.682690e+05 5.008586e+02)
	(2.701681e+05 5.009596e+02)
	(2.720294e+05 5.010606e+02)
	(2.738497e+05 5.011616e+02)
	(2.756258e+05 5.012626e+02)
	(2.773551e+05 5.013636e+02)
	(2.790347e+05 5.014646e+02)
	(2.806622e+05 5.015657e+02)
	(2.822355e+05 5.016667e+02)
	(2.837523e+05 5.017677e+02)
	(2.852110e+05 5.018687e+02)
	(2.866100e+05 5.019697e+02)
	(2.879479e+05 5.020707e+02)
	(2.892236e+05 5.021717e+02)
	(2.904363e+05 5.022727e+02)
	(2.915855e+05 5.023737e+02)
	(2.926707e+05 5.024747e+02)
	(2.936919e+05 5.025758e+02)
	(2.946494e+05 5.026768e+02)
	(2.955435e+05 5.027778e+02)
	(2.963750e+05 5.028788e+02)
	(2.971448e+05 5.029798e+02)
	(2.978541e+05 5.030808e+02)
	(2.985044e+05 5.031818e+02)
	(2.990974e+05 5.032828e+02)
	(2.996349e+05 5.033838e+02)
	(3.001191e+05 5.034848e+02)
	(3.005524e+05 5.035859e+02)
	(3.009373e+05 5.036869e+02)
	(3.012766e+05 5.037879e+02)
	(3.015733e+05 5.038889e+02)
	(3.018303e+05 5.039899e+02)
	(3.020511e+05 5.040909e+02)
	(3.022389e+05 5.041919e+02)
	(3.023975e+05 5.042929e+02)
	(3.025303e+05 5.043939e+02)
	(3.026413e+05 5.044949e+02)
	(3.027342e+05 5.045960e+02)
	(3.028131e+05 5.046970e+02)
	(3.028818e+05 5.047980e+02)
	(3.029444e+05 5.048990e+02)
	(3.030051e+05 5.050000e+02)
	(6.000051e+05 1.000000e+03)
);
